Group No,Group Name,Name,Sub Name,Repeater Call Sign,Gateway Call Sign,Frequency,Dup,Offset,Mode,TONE,Repeater Tone,RPT1USE,Position,Latitude,Longitude,UTC Offset
1,Italy,Settimo,Lombardi,IZ2VTO B,IZ2VTO G,433.125000,DUP+,0.000000,DV,OFF,88.5Hz,YES,Exact,45.490000,9.020000,--:--
1,Italy,Gorgonzola,Lombardi,IK2MLV C,IK2MLV G,144.875000,DUP+,0.000000,DV,OFF,88.5Hz,YES,Exact,45.520000,9.373333,--:--
1,Italy,Melegnano,Lombardi,IW2GUI B,IW2GUI G,435.275000,DUP+,0.000000,DV,OFF,88.5Hz,YES,Exact,45.355333,9.375667,--:--
1,Italy,Gallarate,Lombardi,IR2UEZ A,IR2UEZ G,1297.275000,DUP-,6.000000,DV,OFF,88.5Hz,YES,Exact,45.681667,8.818000,--:--
1,Italy,Paullo,Lombardi,IZ2IUT B,IZ2IUT G,432.825000,DUP+,0.000000,DV,OFF,88.5Hz,YES,Exact,45.415000,9.402167,--:--
1,Italy,Tremalzo,Lombardi,IK2ISX B,IK2ISX G,430.575000,DUP+,5.000000,DV,OFF,88.5Hz,YES,Exact,45.837667,10.691500,--:--
1,Italy,Forli,E-Romagn,IR4UI  B,IR4UI  G,430.112500,DUP+,1.600000,DV,OFF,88.5Hz,YES,Exact,44.113833,12.004333,+1:00
1,Italy,Cervia,E-Romagn,IR4UCF B,IR4UCF G,430.300000,DUP+,5.000000,DV,OFF,88.5Hz,YES,Exact,44.252167,12.363833,+1:00
1,Italy,Cimone,E-Romagn,IR4MO  C,IR4MO  G,145.562500,DUP-,0.600000,DV,OFF,88.5Hz,YES,Exact,44.198167,10.705500,+1:00
1,Italy,Ozzano,E-Romagn,IU4OOP B,IU4OOP G,432.775000,DUP+,0.000000,DV,OFF,88.5Hz,YES,Exact,44.445000,11.475833,--:--
1,Italy,San Marino,E-Romagn,T79DV  B,T79DV  G,431.487500,DUP+,1.600000,DV,OFF,88.5Hz,YES,None,0.000000,0.000000,--:--
1,Italy,Bologna,E-Romagn,IR4UCA B,IR4UCA G,430.650000,DUP+,5.000000,DV,OFF,88.5Hz,YES,Exact,44.496667,11.291167,--:--
1,Italy,Fiesole FI,Toscana,IR5AY  C,IR5AY  G,145.575000,DUP-,0.600000,DV,OFF,88.5Hz,YES,Exact,43.804333,11.297017,+1:00
1,Italy,P Castiglioni P,Toscana,IR5UBO B,IR5UBO G,430.275000,DUP+,1.600000,DV,OFF,88.5Hz,YES,Exact,43.873167,11.136517,+1:00
1,Italy,M. Giovi Firenze,Toscana,IR5AN  C,IR5AN  G,144.925000,DUP-,0.000000,DV,OFF,88.5Hz,YES,Exact,43.875400,11.451433,+1:00
1,Italy,M. Giovi Firenze,Toscana,IR5AN  B,IR5AN  G,430.800000,DUP+,5.000000,DV,OFF,88.5Hz,YES,Exact,43.875400,11.451433,+1:00
1,Italy,Montecarlo LU,Toscana,IR5UCL B,IR5UCL G,431.562500,DUP+,1.600000,DV,OFF,88.5Hz,YES,Exact,43.860000,10.667500,+1:00
1,Italy,M. Cascetto LU,Toscana,IR5UBS B,IR5UBS G,431.425000,DUP+,1.600000,DV,OFF,88.5Hz,YES,Exact,43.760500,10.550000,+1:00
1,Italy,Siena,Toscana,IZ5OQO B,IZ5OQO G,433.650000,DUP-,0.000000,DV,OFF,88.5Hz,YES,Exact,43.314333,11.328167,+1:00
1,Italy,Foenna *,Toscana,IU5FFN B,IU5FFN G,430.612500,DUP+,5.000000,DV,OFF,88.5Hz,YES,Exact,43.194500,11.791000,--:--
1,Italy,Migliana,Toscana,IR5UDV B,IR5UDV G,430.900000,DUP+,5.000000,DV,OFF,88.5Hz,YES,Exact,43.990833,11.101167,--:--
1,Italy,L'Aquila,Abruzzo,IR6L   C,IR6L   G,145.650000,DUP-,0.600000,DV,OFF,88.5Hz,YES,Exact,42.363667,13.424667,+1:00
1,Italy,M. Majella,Abruzzo,IR6UCC C,IR6UCC G,145.687500,DUP-,0.600000,DV,OFF,88.5Hz,YES,Exact,42.157833,14.127667,+1:00
1,Italy,Sulmona,Abruzzo,IR6UDO B,IR6UDO G,430.137500,DUP+,1.600000,DV,OFF,88.5Hz,YES,Exact,42.042333,13.927833,+1:00
1,Italy,M. Majella,Abruzzo,IR6UCC B,IR6UCC G,430.012500,DUP+,5.000000,DV,OFF,88.5Hz,YES,Exact,42.157833,14.127667,+1:00
1,Italy,Ortona,Abruzzo,IR6UCX B,IR6UCX G,430.250000,DUP+,5.000000,DV,OFF,88.5Hz,YES,Exact,42.347833,14.403333,+1:00
1,Italy,San Nicandro,Abruzzo,IZ6BGQ B,IZ6BGQ G,430.300000,DUP+,5.000000,DV,OFF,88.5Hz,YES,Exact,42.283667,13.592500,--:--
1,Italy,San Pelino,Abruzzo,IW6NFT B,IW6NFT G,434.325000,DUP+,0.000000,DV,OFF,88.5Hz,YES,Exact,42.051167,13.463500,--:--
1,Italy,Oricola,Abruzzo,IR6UDG B,IR6UDG G,431.575000,DUP+,1.600000,DV,OFF,88.5Hz,YES,Exact,42.048650,13.044600,--:--
1,Italy,M. Majella,Abruzzo,IR6UCC A,IR6UCC G,1297.200000,DUP-,30.000000,DV,OFF,88.5Hz,YES,Exact,42.157833,14.127667,--:--
1,Italy,Teramo,Abruzzo,IZ6SDO B,IZ6SDO G,433.575000,DUP+,0.000000,DV,OFF,88.5Hz,YES,Exact,42.658333,13.709833,--:--
1,Italy,Manoppello,Abruzzo,IW6PQB B,IW6PQB G,433.450000,DUP+,0.000000,DV,OFF,88.5Hz,YES,Exact,42.309000,14.052833,--:--
1,Italy,Ascoli,Abruzzo,IK6RJU B,IK6RJU G,431.500000,DUP+,0.000000,DV,OFF,88.5Hz,YES,Exact,42.855833,13.618333,--:--
1,Italy,Nardo,Puglia,IZ7ZIT B,IZ7ZIT G,430.600000,DUP+,5.000000,DV,OFF,88.5Hz,YES,Exact,40.173000,18.034667,+1:00
1,Italy,Bari,Puglia,I7WAN  B,I7WAN  G,431.500000,DUP+,0.000000,DV,OFF,88.5Hz,YES,Exact,41.103833,16.886333,+1:00
1,Italy,Casamas,Puglia,IU7LTM B,IU7LTM G,430.375000,DUP+,5.000000,DV,OFF,88.5Hz,YES,Exact,40.901167,16.839667,+1:00
1,Italy,Bari,Puglia,IR7UBX B,IR7UBX G,430.000000,DUP+,5.000000,DV,OFF,88.5Hz,YES,Exact,41.088000,16.868000,+1:00
1,Italy,Spinazz,Puglia,IZ7UNM B,IZ7UNM G,431.100000,DUP+,0.000000,DV,OFF,88.5Hz,YES,Approximate,41.000000,16.000000,+1:00
1,Italy,Bari,Puglia,IR7UBX C,IR7UBX G,145.575000,DUP-,0.600000,DV,OFF,88.5Hz,YES,Exact,41.088000,16.868000,+1:00
1,Italy,Racale,Puglia,IZ7NSD B,IZ7NSD G,432.325000,DUP+,0.000000,DV,OFF,88.5Hz,YES,Exact,39.964833,18.124333,+1:00
1,Italy,Alliste,Puglia,IR7UBL B,IR7UBL G,430.012500,DUP+,5.000000,DV,OFF,88.5Hz,YES,Exact,39.944667,18.090833,+1:00
1,Italy,Alliste,Puglia,IW7EHM B,IW7EHM G,432.800000,DUP+,0.000000,DV,OFF,88.5Hz,YES,Exact,39.941833,18.083667,+1:00
1,Italy,Neviano,Puglia,IR7UBP B,IR7UBP G,430.500000,DUP+,5.000000,DV,OFF,88.5Hz,YES,Exact,40.107167,18.110833,+1:00
1,Italy,Lecce,Puglia,IR7UBY B,IR7UBY G,430.425000,DUP+,5.000000,DV,OFF,88.5Hz,YES,Exact,40.331500,18.173667,+1:00
1,Italy,Taranto,Puglia,IR7UC  B,IR7UC  G,430.100000,DUP+,5.000000,DV,OFF,88.5Hz,YES,Exact,40.583333,17.170667,+1:00
1,Italy,Parabita,Puglia,IR7UE  B,IR7UE  G,430.050000,DUP+,1.600000,DV,OFF,88.5Hz,YES,Exact,40.063000,18.144000,--:--
1,Italy,Bari,Puglia,IZ7JRR B,IZ7JRR G,430.400000,DUP+,5.000000,DV,OFF,88.5Hz,YES,Exact,41.090000,16.827167,--:--
1,Italy,Casamassima,Puglia,IR7UBA B,IR7UBA G,430.300000,DUP+,5.000000,DV,OFF,88.5Hz,YES,Exact,40.976500,16.919167,--:--
1,Italy,Casamassima,Puglia,IR7UBA C,IR7UBA G,145.612500,DUP-,0.600000,DV,OFF,88.5Hz,YES,Exact,40.976500,16.919167,--:--
1,Italy,Melfi,Basilica,IU8BPS B,IU8BPS G,431.675000,DUP-,1.600000,DV,OFF,88.5Hz,YES,Exact,40.949333,15.570333,+1:00
1,Italy,Potenza,Basilica,IR8UC  B,IR8UC  G,430.025000,DUP+,1.600000,DV,OFF,88.5Hz,YES,Approximate,40.504500,15.752333,+1:00
1,Italy,Gioia Tauro,Calabria,IU8LDG B,IU8LDG G,433.450000,DUP+,0.000000,DV,OFF,88.5Hz,YES,Exact,38.436167,15.907500,+1:00
1,Italy,Reggio Calabria,Calabria,IR8UCN C,IR8UCN G,145.712500,DUP-,0.600000,DV,OFF,88.5Hz,YES,Exact,38.221167,15.643333,+1:00
1,Italy,Salerno,Campania,IK8SUT B,IK8SUT G,433.500000,DUP+,0.000000,DV,OFF,88.5Hz,YES,Exact,40.688000,14.770500,+1:00
1,Italy,Avellino,Campania,IR8UAE B,IR8UAE G,430.225000,DUP+,5.000000,DV,OFF,88.5Hz,YES,Exact,41.052333,15.235500,+1:00
1,Italy,Benevento,Campania,IR8UAG B,IR8UAG G,431.925000,DUP-,5.000000,DV,OFF,88.5Hz,YES,Exact,41.100167,14.578333,+1:00
1,Italy,Napoli,Campania,IK8JHL B,IK8JKL G,430.600000,DUP+,5.000000,DV,OFF,88.5Hz,YES,Exact,40.849000,14.236333,+1:00
1,Italy,Benevento,Campania,IR8BA  C,IR8BA  G,145.787500,DUP-,0.600000,DV,OFF,88.5Hz,YES,Exact,41.167167,14.596667,+1:00
1,Italy,Avellino,Campania,IR8UAF B,IR8UAF G,430.500000,DUP+,5.000000,DV,OFF,88.5Hz,YES,Exact,40.934500,14.724667,+1:00
1,Italy,Summonte,Campania,IW8EQE B,IW8EQE G,430.162500,DUP+,0.000000,DV,OFF,88.5Hz,YES,Exact,41.095833,14.774167,+1:00
1,Italy,Montaguto,Campania,IW8DDV C,IW8DDV G,144.962500,DUP+,0.000000,DV,OFF,88.5Hz,YES,Exact,41.249167,15.249000,+1:00
1,Italy,Serino,Campania,IZ8QAD B,IZ8QAD G,430.887500,DUP-,5.000000,DV,OFF,88.5Hz,YES,Exact,40.858333,14.874500,+1:00
1,Italy,Polla SA,Campania,IW8EQE C,IW8EQE G,144.512500,DUP+,0.000000,DV,OFF,88.5Hz,YES,Exact,40.500000,15.468000,--:--
1,Italy,Sala Consilina,Campania,IZ8CSD B,IZ8CSD G,430.400000,DUP+,5.000000,DV,OFF,88.5Hz,YES,Exact,40.415500,15.566833,--:--
1,Italy,Cosenza,Calabria,IR8AF  C,IR8AF  G,145.650000,DUP-,0.600000,DV,OFF,88.5Hz,YES,Exact,39.345333,16.314333,--:--
1,Italy,Rotondi AV,Campania,IZ8DSX C,IZ8DSX G,144.912500,DUP+,0.000000,DV,OFF,88.5Hz,YES,Exact,41.034333,14.594000,--:--
1,Italy,Chiusano AV,Campania,IW8EPS C,IW8EPS G,144.462500,DUP+,0.000000,DV,OFF,88.5Hz,YES,Approximate,40.932167,14.916000,--:--
1,Italy,San Leone Hotspo,Sicilia,IT9FRN B,IT9FRN G,430.450000,DUP+,0.000000,DV,OFF,88.5Hz,YES,Exact,37.264833,13.571500,--:--
1,Italy,San Leone Hotspo,Sicilia,IT9FRN C,IT9FRN G,144.937500,DUP+,0.000000,DV,OFF,88.5Hz,YES,Exact,37.260000,13.601000,--:--
1,Italy,Rupe Atenea AG,Sicilia,IR9UAK B,IR9UAK G,430.400000,DUP+,5.000000,DV,OFF,88.5Hz,YES,Exact,37.307500,13.596333,--:--
1,Italy,Monte Suzza AG,Sicilia,IT9CNT B,IT9CNT G,430.562500,DUP+,5.000000,DV,OFF,88.5Hz,YES,Exact,37.361500,13.518667,--:--
1,Italy,Agrigento Hotspo,Sicilia,IW9CJC C,IW9CJC G,144.912500,DUP+,0.000000,DV,OFF,88.5Hz,YES,Exact,37.336000,13.585500,--:--
1,Italy,Agrigento Hotspo,Sicilia,IT9VVZ C,IT9VVZ G,144.825000,DUP+,0.000000,DV,OFF,88.5Hz,YES,Exact,37.336000,13.585500,--:--
1,Italy,Castronovo PA,Sicilia,IR9AO  C,IR9AO  G,145.587500,DUP-,0.600000,DV,OFF,88.5Hz,YES,Exact,37.698667,13.594000,--:--
1,Italy,Ficuzza Hotspot,Sicilia,IT9BFB C,IT9BFB G,144.875000,DUP+,0.000000,DV,OFF,88.5Hz,YES,Exact,37.586667,13.753667,--:--
1,Italy,Ficuzza,Sicilia,IT9BFB B,IT9BFB G,430.687500,DUP+,5.000000,DV,OFF,88.5Hz,YES,Exact,37.586667,13.753667,--:--
1,Italy,Valledolmo PA,Sicilia,IW9HRS B,IW9HRS G,430.700000,DUP+,5.000000,DV,OFF,88.5Hz,YES,Exact,37.680167,13.875667,--:--
1,Italy,Menfi,Sicilia,IW9FZD B,IW9FZD G,430.500000,DUP-,0.000000,DV,OFF,88.5Hz,YES,Exact,37.603833,12.950000,--:--
1,Italy,Menfi,Sicilia,IW9FZD C,IW9FZD G,144.600000,DUP+,0.000000,DV,OFF,88.5Hz,YES,Exact,37.603833,12.950000,--:--
1,Italy,Palermo,Sicilia,IR9P   B,IR9P   G,430.150000,DUP+,1.600000,DV,OFF,88.5Hz,YES,Exact,38.177500,13.270000,--:--
1,Italy,Palermo,Sicilia,IR9P   C,IR9P   G,145.637500,DUP-,0.600000,DV,OFF,88.5Hz,YES,Exact,38.177000,13.272000,--:--
1,Italy,Palermo,Sicilia,IT9EWK B,IT9EWK G,433.612500,DUP-,0.000000,DV,OFF,88.5Hz,YES,Exact,38.143333,13.367167,--:--
1,Italy,Palermo,Sicilia,IT9FKM B,IT9FKM G,433.612500,DUP+,0.000000,DV,OFF,88.5Hz,YES,Exact,38.191167,13.291833,--:--
1,Italy,Palermo,Sicilia,IT9SIF C,IT9SIF G,145.337500,DUP+,0.000000,DV,OFF,88.5Hz,YES,Exact,38.055000,13.114667,--:--
1,Italy,Caltanissetta,Sicilia,IT9BMH C,IT9BMH G,145.775000,DUP-,0.600000,DV,OFF,88.5Hz,YES,Approximate,37.497333,14.067500,--:--
1,Italy,Caltanissetta,Sicilia,IT9AOI B,IT9AOI G,435.912500,DUP+,0.000000,DV,OFF,88.5Hz,YES,Exact,37.490833,14.050833,--:--
1,Italy,Caltagirone,Sicilia,IW9BJU C,IW9BJU G,144.850000,DUP+,0.000000,DV,OFF,88.5Hz,YES,Exact,37.237667,14.510333,--:--
1,Italy,Siracusa,Sicilia,IR9BP  C,IR9BP  G,144.650000,DUP+,0.000000,DV,OFF,88.5Hz,YES,Exact,37.089167,15.250333,--:--
1,Italy,Siracusa,Sicilia,IR9BQ  C,IR9BQ  G,144.825000,DUP+,0.000000,DV,OFF,88.5Hz,YES,Exact,37.091667,15.215000,--:--
1,Italy,Siracusa,Sicilia,IR9BQ  B,IR9BQ  G,430.500000,DUP+,5.000000,DV,OFF,88.5Hz,YES,Exact,37.092167,15.215333,--:--
1,Italy,Siracusa,Sicilia,IT9BWD B,IT9BWD G,430.525000,DUP+,0.000000,DV,OFF,88.5Hz,YES,Exact,37.070833,15.269833,--:--
1,Italy,Siracusa,Sicilia,IT9BWW B,IT9BWW G,430.825000,DUP+,0.000000,DV,OFF,88.5Hz,YES,Exact,37.067000,15.284500,--:--
1,Italy,Catania,Sicilia,IR9UX  C,IR9UX  G,145.662500,DUP-,0.600000,DV,OFF,88.5Hz,YES,Exact,37.750000,15.140000,--:--
1,Italy,Catania,Sicilia,IR9UBU B,IR9UBU G,430.400000,DUP+,5.000000,DV,OFF,88.5Hz,YES,Exact,37.626833,14.979833,--:--
1,Italy,Catania,Sicilia,IR9UBM B,IR9UBM G,430.325000,DUP+,5.000000,DV,OFF,88.5Hz,YES,Exact,37.531333,15.068833,--:--
1,Italy,Catania,Sicilia,IR9UBM C,IR9UBM G,145.450000,DUP+,0.000000,DV,OFF,88.5Hz,YES,Exact,37.672667,15.061333,--:--
1,Italy,Barcellona,Sicilia,IR9UBR B,IR9UBR G,430.725000,DUP+,5.000000,DV,OFF,88.5Hz,YES,Exact,38.156833,15.230167,--:--
1,Italy,Agira,Sicilia,IR9XVU B,IR9XVU G,430.350000,DUP+,5.000000,DV,OFF,88.5Hz,YES,Exact,37.651000,14.514500,--:--
1,Italy,Acireale,Sicilia,IT9CIL B,IT9CIL G,433.300000,DUP+,0.000000,DV,OFF,88.5Hz,YES,Exact,37.616667,15.166667,--:--
1,Italy,Valverde,Sicilia,IR9UBK B,IR9UBK G,430.375000,DUP+,5.000000,DV,OFF,88.5Hz,YES,Exact,37.581167,15.131167,--:--
1,Italy,Belluno,Veneto,IR3UIQ B,IR3UIQ G,431.600000,DUP+,1.600000,DV,OFF,88.5Hz,YES,Exact,46.081833,12.301833,+1:00
1,Italy,Monselice Padova,Veneto,IR3UEF B,IR3UEF G,442.000000,DUP+,5.000000,DV,OFF,88.5Hz,YES,Exact,45.253833,11.743000,+1:00
1,Italy,Monselice Padova,Veneto,IR3UEF C,IR3UEF G,145.615000,DUP+,0.000000,DV,OFF,88.5Hz,YES,Exact,45.253833,11.743000,+1:00
1,Italy,Monselice Padova,Veneto,IR3UEF A,IR3UEF G,1293.000000,DUP-,20.000000,DV,OFF,88.5Hz,YES,Exact,45.253833,11.743000,+1:00
